,is_free_shipping,product_name,start_price,end_price,is_prompt,start_time,end_time,timedelta,bidders,setsumei,good,bad,capture_count
0,1,Apple 純正 AirPods　第2世代　新品　MV7N2J/A 充電ケース＋Lightningケーブルのみ イヤホン無し,6380,6380,1,2019-11-16 01:31:49,2019-11-16 01:45:02,0.0,1,Apple AirPods with Charging Case MV7N2J/A 第２世代 ワイヤレスイヤホン☆写真1枚目の充電ケース Lightningケーブルのみです。☆イヤホンは無し。ご注意下さい。新品未使用です。 商品詳細はアップル公式ページを参照ください。,232,0,2
1,1,[新品未使用品]★Apple AirPods 第2世代 with wireless Charging Case★ MRXJ2J/A,16500,16500,1,2019-11-15 15:27:01,2019-11-15 16:33:55,1.0,1,【商品の説明】Apple AirPods 第2世代ブランド、メーカー：アップル型番：MRXJ2J/A【商品の状態】注意事項：新品未開封品になります。不明点はご質問ください。,176,2,2
2,1,新品 セール AirPodsケース シリコン スターバックス カラビナ付き AirPods 第1世代/第2世代対応 送料無料 ,1880,1880,1,2019-11-08 11:43:09,2019-11-15 14:38:16,170.0,2,ご覧いただきありがとうございます。  以下を必ず最後までお読み頂いた上で、入札お待ちしております。  【商品情報】 商品：AirPodsアクセサリ > AirPodsケース 素材：シリコーン カラー：スターバックス   【商品特徴】 スターバックスデザインのAirPodsケースが登場！ キズや汚れに強いシリコーン素材を使用。ケースを付けたまま充電も可能です！ 持ち運びにとっても便利なカラビナ付き！  AirPods第1世代/第2世代の充電ケースを保護するシリコーン製のカバーです。 キズを防ぎ、軽微な振動や衝撃から守ります。 取り付けたままでLightningコネクタの接続が可能。 Wireless Charging Caseのワイヤレス充電も可能です(充電時は金属類を外してください)。 ※AirPods第2世代では充電LEDの確認はできません。 カラビナが付いているので携帯にも便利。   【状態】 新品未使用  商品の詳細は画像でご確認下さい。ノークレームノーリターンでお願い致します。   ※ディスプレイ、撮影の都合上、画像と実物の色味が異なる可能性があります。 ※仕事の都合上返答が遅れる、又は出来ない場合があります。  以上の状態にご了承いただいた上、ご検討下さい。  【発送】 発送は主に佐川急便ですが、その以外の場合があります。 基本的にはご入金から３～６日で発送しますが、事情がある場合は別途連絡します。 また、時間指定や営業所留めは対応しません。予めご了承ください。  ※落札後24時間以内に連絡をお願いします。時間内に連絡が無い場合は落札者様都合で削除する場合があります。 ※お急ぎの方は事前に質問にてご確認下さい。疑問な点は必ず落札の前に質問して下さい。 ※悪い評価の割合の多い方はこちらの判断で削除する場合があります。 ※新規での入札の方は落札意思を入札前に質問欄からお知らせ下さい。無い場合はこちらの判断で削除します。,12,0,4
3,0,Apple純正 AirPods 第2世代 左 イヤホン MV7N2J/A 左耳のみ 新品未使用品,6900,6900,1,2019-11-14 05:38:46,2019-11-15 13:43:36,32.0,1,Apple純正 AirPods 第2世代 左 イヤホン MV7N2J/A 左耳のみ 新品未使用品Apple純正 AirPods 第2世代 左 イヤホン MV7N2J/A 左耳のみ 新品未使用品になります。※左耳のみになります。ご注意下さい。配送は以下にて行います。定形外 全国一律送料120円（追跡番号無し 保証無し）スマートレター 全国一律送料 180円 （追跡番号無し 保証無し）レターパックライト 全国一律送料 370円（追跡番号有り 保証無し）レターパックプラス 全国一律送料520円（追跡番号有り 保証無し）お支払いはヤフオク簡単決済のみになります。,2744,10,0
4,1,新品 セール AirPodsケース シリコン 恐竜 カラビナ付き AirPods 第1世代/第2世代対応 送料無料 ,1880,1880,1,2019-11-08 11:43:08,2019-11-15 13:38:11,169.0,1,ご覧いただきありがとうございます。  以下を必ず最後までお読み頂いた上で、入札お待ちしております。  【商品情報】 商品：AirPodsアクセサリ > AirPodsケース 素材：シリコーン カラー：恐竜   【商品特徴】 恐竜デザインのAirPodsケースが登場！ キズや汚れに強いシリコーン素材を使用。ケースを付けたまま充電も可能です！ 持ち運びにとっても便利なカラビナ付き！  AirPods第1世代/第2世代の充電ケースを保護するシリコーン製のカバーです。 キズを防ぎ、軽微な振動や衝撃から守ります。 取り付けたままでLightningコネクタの接続が可能。 Wireless Charging Caseのワイヤレス充電も可能です(充電時は金属類を外してください)。 ※AirPods第2世代では充電LEDの確認はできません。 カラビナが付いているので携帯にも便利。   【状態】 新品未使用  商品の詳細は画像でご確認下さい。ノークレームノーリターンでお願い致します。   ※ディスプレイ、撮影の都合上、画像と実物の色味が異なる可能性があります。 ※仕事の都合上返答が遅れる、又は出来ない場合があります。  以上の状態にご了承いただいた上、ご検討下さい。  【発送】 発送は主に佐川急便ですが、その以外の場合があります。 基本的にはご入金から３～６日で発送しますが、事情がある場合は別途連絡します。 また、時間指定や営業所留めは対応しません。予めご了承ください。  ※落札後24時間以内に連絡をお願いします。時間内に連絡が無い場合は落札者様都合で削除する場合があります。 ※お急ぎの方は事前に質問にてご確認下さい。疑問な点は必ず落札の前に質問して下さい。 ※悪い評価の割合の多い方はこちらの判断で削除する場合があります。 ※新規での入札の方は落札意思を入札前に質問欄からお知らせ下さい。無い場合はこちらの判断で削除します。,12,0,4
5,0,【正規品】 新品 保証あり/AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 MV7N2J/A [ワイヤレス(左右分離) /Bluetooth],16980,19500,1,2019-11-14 12:44:34,2019-11-15 12:44:34,24.0,1,ご覧いただきありがとうございます   AirPods (エアーポッズ/第2世代)   【商品説明】  さらに魔法に近づきました。 新しいAirPodsはワイヤレスヘッドフォンの体験を一新します。 ケースから取り出すだけで、あなたのiPhone、Apple Watch、iPad、Macと一緒に使えます。  ワンタップのシンプルな設定で、AirPodsは魔法のように機能します。自動的にオンになり、いつでも接続された状態になります。耳に装着されたことを感知するので、耳から外すと一時停止します。  AirPodsは両耳でも片耳だけでも使えます。音量を調節したり、曲を変えたり、電話をかけたり、道順を調べたい時は「Hey Siri」と声をかけて頼むだけ。 ダブルタップして、音楽のトラックやPodcastの番組を再生したりスキップすることもできます。 ・AirPodsは1回の充電で5時間の再生、または3時間の通話ができます。 ・しかも24時間以上聴き続けられるように複数回充電できる充電ケースもついているので、AirPodsはあなたの毎日にしっかりついていきます。 ・急いでいる時は、ケースで15分充電するだけで3時間の再生、または2時間の通話ができるようになります。  まったく新しいApple H1ヘッドフォンチップで駆動するAirPodsは、光学センサーとモーション加速度センサーによって、あなたの耳に装着されたことを感知します。 両耳で聴く時も、片耳だけの場合も、H1チップはイヤフォンへのオーディオの送信とマイクロフォンの接続を自動で行います。 通話中やSiriに話しかけている時には、音声を検知するもう一つの加速度センサーがビームフォーミングマイクロフォンと連係しながら、周囲のノイズを取り除いてあなたの声に狙いを定めます。 状態※こちらの商品は、新品になります。※価格は１個のお値段となります。   検索キーワード かんたん決済 #011MMMC    ファッションシューズ バック時計 アクセサリサバイバル アウトドアスポーツ トレーニング自動車バイク家電カメラコンピュータスマートフォン音楽美術・工芸ビューティー・コスメ ヘルスケアキッズベビー玩具・フィギュア本・ゲームホーム・家具 インテリアキッチン食器工具 DIY食品 飲料中古リサイクルその他【連絡事項】落札後、取引ナビにて以下の項目をお知らせください。1.お名前2.ご住所3.電話番号4.お支払い方法【注意事項】※オークション取引となりますので、初期不良以外のキャンセル・返品・交換は原則としてお受け出来ません。 商品には万全を期しておりますが、万が一、商品に誤りや不具合が生じた場合は 到着後3日以内に取り引きナビのメッセージにて、ご連絡いただいた場合のみ対応させて頂きます。 商品到着次第(3日以内に)すみやかに商品の確認(動作確認・点灯確認・付属品確認等)を行って下さい。 ※落札後3日以内にご連絡のない方は、申し訳ございませんがキャンセルさせて頂く場合がございます。※商品の保管に関しましては最善を尽くしておりますが外箱などに若干のスレ、凹みなどが稀にある場合がございます、気になる方、神経質な方は入札をお控えください。※海外商品に関しましては、外箱に凹みなどある場合がございます。 外箱は、中の商品を守るための物として考えれておりますためご了承願います。 縫製や作りなど日本製品と比べると多少荒い場合がございます。 予告なく商品のデザインなどが若干変更される場合がございますのでご理解いただきたく存じます。 ※発送はご入金確認後、迅速な対応を心がけております。（年末年始、ゴールデンウィーク、お盆、連休などの特定期間は配送日が不安定になり通常よりお時間がかかります。）※オークション終了日・ご入金確認が（金・土・日）の場合、ご連絡やお取引き、ご入金確認、発送など翌週の月曜日の対応になる場合がございます。 基本的に土、日の発送等は対応していませんので予めご了承下さい。※商品の発送は私を含め、提携会社や委託倉庫からも発送されますことを予めご了承くださいませ。又、配送業者の指定及び日時指定での発送は基本的には承ることができませんので予めご了承願います。 離島に関しましては、別途送料がかかる場合がございますので落札後ご連絡頂くか、ご入札前に質問欄よりお問い合わせいただけるとたすかります。 ※梱包に関しましてはリサイクル資材(ダンボールなど)使用致しますのでご理解の上ご入札願います。 基本的に簡易梱包となります。 ※入札前に必ず説明文、注意事項、プロフィール欄を全てお読みになり入札お願致します。 以上のことを踏まえた上で、楽しく取り引きが出来きれば幸いです。,241,0,9
6,1,【送料無料】 Apple 純正品 AirPods2 第2世代 MV7N2J/A 左のみ L 新品,7000,7000,1,2019-11-13 12:24:33,2019-11-15 05:30:58,41.0,1,2019年10月購入品です。納品書のコピー付きです。充電ケース・ケーブル・説明書・外箱は付属しません。匿名、事故保証付きのネコポス発送予定です。未使用ですので、お問い合わせやクレームはすべてメーカーにお願いいたします。,232,1,2
7,0,【新品未開封】 AirPods with Charging Case 第2世代 MV7N2J/A Apple エア ポッズ　,17500,17500,1,2019-11-13 20:28:34,2019-11-15 02:15:44,29.0,1,"AirPods with Charging Case 新品未開封品 MV7N2J/A Mid 2019      □商品詳細    <状態>製品番号: MV7N2J/A購入場所: ビックカメラ.com (購入レシート有り)2019/5/4 購入ワイヤレス ヘッドフォン搭載チップ: Apple H1付属品: AirPods, Charging Case,Lightning - USBケーブル          □支払方法       ヤフーかんたん決済         □発送詳細       ヤフネコ         □注意事項       評価の悪い方（-5以上の評価がある方、または過去に購入取消歴がある方など）は取り消しさせて頂きます。 速やかにお取引（終了後2日程度内に発送まで）が完了できる方を希望します。 原則、オークション終了後48時間以内にご連絡をいただけない場合はお取引き(落札）を取消しいたします。 落札後はノークレーム、ノーリターンでお願い致します。       (2017年10月1日の運賃変更後の料金です）        ヤマト宅急便料金（ 東京 から発送 / 60サイズ ）     930 円     宮城 山形 福島 茨城 栃木 群馬 埼玉 千葉 神奈川 東京 山梨 新潟 長野 静岡 愛知 三重 岐阜 富山 石川 福井         1,040 円     青森 秋田 岩手 大阪 京都 滋賀 奈良 和歌山 兵庫         1,150 円     岡山 広島 山口 鳥取 島根         1,150 円     香川 徳島 愛媛 高知         1,370 円     北海道 福岡 佐賀 長崎 熊本 大分 宮崎 鹿児島        1,370 円     沖縄",239,10,4
8,0,新品 好評 エアポッド Airpodsケ-ス 1-6N 萌え萌え 人気 カバ- 全面保護ケ-ス 耐衝撃 紛失防止 AirPods第2世代と第1世代に適用防塵,570,670,1,2019-11-14 12:12:56,2019-11-15 00:54:53,12.0,1,▼商品詳細▼Airpodsケ-ス エアポッド カバ- 全面保護ケ-ス 耐衝撃 紛失防止 AirPods第2世代と第1世代に適用防塵 漫画 リングロ-プ 特別 シリコ-ン 滑り止め キズ防止 軽量小型 可愛い 萌え萌え 人気              Kamesite                             Kamesite               ●お支払い代金【落札代金】＋【送料】＝【お支払い代金】 送料は全国一律　1280円となります。●お支払い方法 Yahoo！かんたん決済●発送方法ヤマト運輸、ゆうバック、佐川急便等。 ※局留め、その他の商品との同梱や領収証の添付はお受けできませんこと予めご了承下さい。,86,3,0
9,1,【定額＆送料無料】新品未開封：Apple(アップル)AirPods with Wireless Charging Case 第2世代 MRXJ2J/A,18500,18500,1,2019-11-13 06:16:23,2019-11-14 23:52:02,41.0,1,赤レタパ送料無料,263,3,3
